,clustering_coefficient_negative_1,clustering_coefficient_negative_2,clustering_coefficient_negative_3,clustering_coefficient_negative_4,clustering_coefficient_negative_5,clustering_coefficient_negative_6,clustering_coefficient_negative_7,clustering_coefficient_negative_8,clustering_coefficient_negative_9,clustering_coefficient_negative_10,clustering_coefficient_negative_11,clustering_coefficient_negative_12,clustering_coefficient_negative_13,clustering_coefficient_negative_14,clustering_coefficient_negative_15,clustering_coefficient_negative_16,clustering_coefficient_negative_17,clustering_coefficient_negative_18,clustering_coefficient_negative_19,clustering_coefficient_negative_20,clustering_coefficient_negative_21,clustering_coefficient_negative_22,clustering_coefficient_negative_23,clustering_coefficient_negative_24,clustering_coefficient_negative_25,clustering_coefficient_negative_26,clustering_coefficient_negative_27,clustering_coefficient_negative_28,clustering_coefficient_negative_29,clustering_coefficient_negative_30,clustering_coefficient_negative_31,clustering_coefficient_negative_32,clustering_coefficient_negative_33,clustering_coefficient_negative_34,clustering_coefficient_negative_35,clustering_coefficient_negative_36,clustering_coefficient_negative_37,clustering_coefficient_negative_38,clustering_coefficient_negative_39,clustering_coefficient_negative_40,clustering_coefficient_negative_41,clustering_coefficient_negative_42,clustering_coefficient_negative_43,clustering_coefficient_negative_44,clustering_coefficient_negative_45,clustering_coefficient_negative_46,clustering_coefficient_negative_47,clustering_coefficient_negative_48,clustering_coefficient_negative_49,clustering_coefficient_negative_50,clustering_coefficient_negative_51,clustering_coefficient_negative_52,clustering_coefficient_negative_53,clustering_coefficient_negative_54,clustering_coefficient_negative_55,clustering_coefficient_negative_56,clustering_coefficient_negative_57,clustering_coefficient_negative_58,clustering_coefficient_negative_59,clustering_coefficient_negative_60,clustering_coefficient_negative_61,clustering_coefficient_negative_62,clustering_coefficient_negative_63,clustering_coefficient_negative_64,clustering_coefficient_negative_65,clustering_coefficient_negative_66,clustering_coefficient_negative_67,clustering_coefficient_negative_68,clustering_coefficient_negative_69,clustering_coefficient_negative_70,clustering_coefficient_negative_71,clustering_coefficient_negative_72,clustering_coefficient_negative_73,clustering_coefficient_negative_74,clustering_coefficient_negative_75,clustering_coefficient_negative_76,clustering_coefficient_negative_77,clustering_coefficient_negative_78,clustering_coefficient_negative_79,clustering_coefficient_negative_80,clustering_coefficient_negative_81,clustering_coefficient_negative_82,clustering_coefficient_negative_83,clustering_coefficient_negative_84,clustering_coefficient_negative_85,clustering_coefficient_negative_86,clustering_coefficient_negative_87,clustering_coefficient_negative_88,clustering_coefficient_negative_89,clustering_coefficient_negative_90,clustering_coefficient_negative_91,clustering_coefficient_negative_92,clustering_coefficient_negative_93,clustering_coefficient_negative_94,clustering_coefficient_negative_95,clustering_coefficient_negative_96,clustering_coefficient_negative_97,clustering_coefficient_negative_98,clustering_coefficient_negative_99,clustering_coefficient_negative_100
0,0.04774205755350392,0.04723960218544791,0.0551457354954996,0.044798320344854085,0.041915548818453705,0.04460548512306905,0.048620824570485666,0.05962781221980177,0.04889623800951701,0.04098410183293879,0.04760346390597265,0.05841757007001813,0.04268815165752962,0.047017461167467266,0.044905785958587546,0.040557330564717935,0.05664358566031376,0.046034093453823414,0.05034751236111713,0.051669818580144106,0.055325506250063126,0.04565220924503153,0.042373198936839516,0.03773957655531854,0.06555755708631082,0.05374356085539746,0.04603517045440556,0.0601528163488571,0.05615577783949885,0.045512141603482166,0.04005683425494122,0.05189835227083539,0.03819592593015225,0.04554950447490151,0.0514769814238851,0.0526328943296381,0.0473339497825122,0.04524803817654266,0.04549814724244799,0.04035112229598181,0.047942077049138734,0.04187246161582624,0.04872733427810761,0.05680255764330851,0.04375980320805178,0.052117820877874074,0.04928055956943755,0.055717299131241266,0.05709121640662912,0.051566025423542626,0.043540566758054206,0.06093940213671378,0.041247506923217936,0.03663824295924415,0.05321119099539817,0.044058019325328386,0.05919643460333884,0.055539851337647765,0.04713098805254667,0.05785530379284548,0.0631144386806603,0.04347985559589448,0.04910335522508714,0.05225522695139276,0.049622655247770736,0.050723785178729025,0.04739750572387391,0.05328879690752896,0.05197248202083174,0.047832609556915956,0.05078565694831686,0.03707017802648076,0.04933496276260645,0.04937387413157575,0.041232641852395294,0.07257572840802774,0.050936773881272865,0.05823094746214845,0.04015420037805342,0.048943296235763094,0.047904965931911035,0.048071726152062746,0.04581136200976398,0.04468853387251421,0.044666145279179156,0.04457266646428441,0.05092358279617982,0.05692968261540757,0.043426140169234864,0.048011791964224455,0.04088680475694059,0.04498044907243833,0.05077440566014557,0.04836749189339482,0.05850716465734074,0.05047956967298103,0.050386929593207445,0.05360081421877006,0.049010009752585966,0.04667770518659263
1,0.05407915726320625,0.025903638820701066,0.04894458547936766,0.029070090773910057,0.04454394027632843,0.04884451083550368,0.024285960900109843,0.042444924453928286,0.0260486676451095,0.05253188998139107,0.05482410731673143,0.05902055979472773,0.06163410202786685,0.03432729279945464,0.027982825506511703,0.035393755297991304,0.04759682936942468,0.05361156992288852,0.05667033218197173,0.03594689117171044,0.02925215008310895,0.04289366312778036,0.050220664166496114,0.037557721363408875,0.0598854729075412,0.05142863243366235,0.04507435654951912,0.05344886535996005,0.06646822396025989,0.05290017663616019,0.03209904879907334,0.05796149894638568,0.04105961932037985,0.041688989776943464,0.04482660941010297,0.029806816166879854,0.05756303010349117,0.05881908599484362,0.05278957822117234,0.060470853604424564,0.05488261747184072,0.0694917375090939,0.05723005940316557,0.0580177252503117,0.032136087992400766,0.057455933286005706,0.06203717126835349,0.04534182185220385,0.04748615178155366,0.054959307517324356,0.05817757504349408,0.061595275468965226,0.06087172084135277,0.03233901449463713,0.04502649990542266,0.05076146122465663,0.04916231495499067,0.032403008832052306,0.04595878713286055,0.06562583689636298,0.05811751967599932,0.056012031925884595,0.033871028121599304,0.036116903525366256,0.06166558276028607,0.023745321200750978,0.05529077808871849,0.05802235279907939,0.036770445601592365,0.02647446711730831,0.028134816427242307,0.05004679258176435,0.05064252412903489,0.050409250347346515,0.06131781874847856,0.05291887776628293,0.04785538930439538,0.05149284158439025,0.047911842357686946,0.06012837772894999,0.037394237668451125,0.04154324798595136,0.056204802397042807,0.04127416864705895,0.04153198237806746,0.04519333909457779,0.04512607789007562,0.04832532962863131,0.03414848074173352,0.05475632022269405,0.060884163147707976,0.06082174653136684,0.04360382209121812,0.06085843617187269,0.05209756761755347,0.05893176526595893,0.05760938367232956,0.04176535618780451,0.05177920723409037,0.05102153205106771
2,0.05692202845091645,0.07951864671648178,0.05911895515099529,0.06530167702054938,0.07068247691200515,0.0773795272117233,0.019991038291922794,0.0807145101769106,0.06824922445084934,0.0323782073357858,0.049041104482713295,0.061208610546313914,0.03746886683305611,0.04869341398083284,0.05983144616249197,0.038969420673558075,0.055257230833969016,0.0404715967314503,0.04836976470788934,0.036978855941678705,0.03685675713198548,0.06783017387449307,0.046635493650544146,0.055519537048673566,0.06631893065765507,0.0638367890275818,0.039408077173044904,0.06418509508776661,0.06287305812817093,0.036673948388596465,0.029140786254640824,0.03066834250195949,0.049144617243056216,0.07986898249109543,0.06958136559799567,0.052928994108686664,0.03777766753443811,0.047172034851618395,0.037870947876427,0.050173445154546595,0.04194252408248153,0.02103729126987799,0.025164446481545134,0.028000762917755648,0.04642015940243189,0.033123886480929975,0.03620103150479414,0.038942060443197514,0.03843036417910375,0.04356770567817301,0.040851495550970555,0.04448892111823533,0.035668069425246654,0.07452521102549536,0.0674372550515039,0.044610686142840215,0.06204930515599268,0.07943883630589604,0.04260017442453529,0.055832065215955816,0.05277076007854713,0.04356714849068406,0.03681326563793424,0.05827810194705507,0.04775970663067453,0.048384769089889965,0.06483146153062307,0.05758687646659004,0.035512254829579246,0.02547052805473178,0.03768568043846596,0.031911109481194355,0.06307328824852086,0.06724261927064262,0.058132899789170946,0.06464216455767327,0.06982726812270561,0.05655894501717482,0.03374452815614641,0.03811715287072228,0.06825106139331498,0.04247952542746002,0.03035981093396822,0.061835719930661386,0.03777681009484804,0.046525325375304794,0.034888622094215546,0.04141814854509259,0.0625739221239622,0.05008429018878301,0.04775972899342106,0.044373853664632514,0.050947945525072605,0.022016606694638105,0.03271080949312478,0.023901781075534503,0.03554967583223833,0.03897049694881111,0.044229762038961395,0.0490305069582384
3,0.04284883076421938,0.0525795344024691,0.03141567398625244,0.023397111055206688,0.0453952730069364,0.0304813566743549,0.020123692323686916,0.05344364405866734,0.03640878578568294,0.02195989249511632,0.02823062909112046,0.03253511511430023,0.017689683604603264,0.023806321660910394,0.02361423942044914,0.02050828450958706,0.05214813804909096,0.06074622869923328,0.01985447638934097,0.0634919419933624,0.02146184583335861,0.043064760378522936,0.03344968668374428,0.030874589713600242,0.067792130772037,0.04960898216448998,0.03149892407326243,0.029582342177933894,0.023949476733789988,0.04133082446060355,0.028430365468889933,0.041288045051936124,0.028986760406650505,0.021759905025435018,0.02131587217364429,0.028864875680152082,0.024012108130979596,0.062751123185147,0.054392685290936674,0.026469806972793355,0.024476058667078363,0.02018787474172016,0.028081464790461634,0.023401322171546453,0.022971059935947235,0.02225345948530278,0.05511700931480682,0.03366881525422534,0.05826350324602942,0.01893583931346298,0.06543130161335342,0.04644643144932317,0.018900650070444478,0.05344695384861194,0.04317106203137594,0.033626654130155705,0.0645782273672289,0.050821963779221206,0.0231841477387098,0.025845561356635443,0.023201519851383526,0.01819125980942674,0.02424839307435603,0.02622102167462111,0.03751775349239824,0.025453685712502054,0.015326909043140489,0.06178265298521788,0.04751524889750807,0.03864206347139102,0.04339565981806476,0.06438503457771791,0.023220956662452528,0.02856150042822782,0.06664060894968706,0.05075855843497598,0.043498167413249605,0.04764475677434113,0.02521847972758576,0.05906726701100486,0.025593663825595723,0.02599298433462855,0.02999493307298212,0.02462189023856392,0.033591825469247105,0.026511728880774268,0.0289978152147105,0.01962745721312693,0.03241889669232195,0.023416890642513198,0.01991503775489719,0.06286609549742787,0.03372450614175756,0.02730904205473395,0.033587468991402435,0.035592055151525415,0.0205973859513725,0.02833062666856825,0.044090755060697866,0.02102376462170391
4,0.05780372108180108,0.06142453590153737,0.05900858114054491,0.06282637594730793,0.06532165127391901,0.0584200676537396,0.059674081050928876,0.06284849701928069,0.07466209170485572,0.05677979765871273,0.05631556114048864,0.05296422490426887,0.05543281725393296,0.056586024665925064,0.056194028944638916,0.06511676399242135,0.06216063532764942,0.06642585788928455,0.058842890369813834,0.06438468155504437,0.062124288747389664,0.06305976423130834,0.06323954005735773,0.06507843356924994,0.06918312190624099,0.051723427885083995,0.05343911378877866,0.06242280225493116,0.061547037307569816,0.05758253463289237,0.06311980626480418,0.05515758368672284,0.04649074448576684,0.0660698076803234,0.057136316952748976,0.056033727102503365,0.04831397165647687,0.052234230747948494,0.0632853665133611,0.06533141257062952,0.056768007303233295,0.05940365573756683,0.06562900790748546,0.057844055940581424,0.06351457797143673,0.04717045990192311,0.06206620678409986,0.05848767893477133,0.049619948888009795,0.05154535520756015,0.04541396247453789,0.06043177082019917,0.064214500203526,0.06188180620119642,0.06890689195031857,0.061895931773049785,0.057744138184359424,0.06858187336692417,0.0558513390860242,0.052756428798889296,0.05532383153291511,0.049153330157097205,0.05940247588216322,0.05973492470536134,0.0617622814111326,0.05529902639292043,0.059004108826076235,0.060424992585977694,0.06177392539862702,0.062105965283578896,0.05699280387570718,0.06200209293843004,0.06920332616143239,0.04450981089322099,0.0654774149091959,0.059572198512463606,0.054710799771369174,0.058045564812954975,0.05343001788848923,0.053682356907550334,0.062137347771368215,0.056540336803155976,0.04550704896168937,0.05537840790219046,0.05756370700653239,0.05917247059381058,0.04988858068614072,0.04408204149719304,0.05940449514177315,0.055447895914162236,0.053234805585639706,0.06593927648393909,0.06331914993784372,0.04962287692138871,0.05607129404869188,0.05481545928211417,0.03452136685140077,0.05049736573015621,0.049548578781358994,0.055431878867156684
5,0.0343889987812416,0.04359695994720309,0.04311118095495018,0.040214935309487825,0.042214672191017856,0.06211635995290052,0.06072023663211567,0.042248085922949194,0.0389798739805975,0.04293860717166237,0.050598139206756154,0.05230442156440541,0.06796155122025525,0.05222703410654922,0.0480424901912075,0.04869810485765049,0.04570027634279216,0.05806869734932935,0.0365545036198562,0.03917417732383243,0.04103153222686178,0.04934855558002208,0.04027921950881455,0.03981356367966695,0.05364904218969047,0.05269433603901141,0.04474076412033464,0.04055671939580171,0.0625473096514847,0.05360897823408227,0.037365581740336384,0.048920754577196586,0.043376554387819434,0.05639678739532727,0.05204750220548746,0.0536479432920348,0.027525919123503894,0.034055184590785714,0.03246540909072194,0.05311392206457039,0.03264304211289393,0.024407297437373084,0.04690483574925384,0.03662297381128877,0.039684288835183254,0.038477234769784575,0.03759433650936504,0.03574012986883029,0.05739690344182421,0.04052147391428341,0.053758993521223174,0.033969454418508155,0.03636311531709639,0.06376501436912173,0.0512594433642222,0.0342497295748942,0.03910230821606549,0.05771874391604425,0.044799505632231874,0.05780844636737673,0.052398600172480464,0.06900290727233176,0.04622974057326359,0.053397828468584395,0.03892749326780719,0.05438195583321827,0.06474190552473262,0.035744500003371205,0.06445766262203398,0.047156197091377784,0.03604343846674119,0.04232171496595645,0.03639056425486332,0.04908112871300304,0.039222186360345315,0.04208935966400273,0.03743817351231083,0.03581632259735672,0.06766013256666269,0.03454060977826612,0.056203009260777245,0.03424382854086624,0.043537761393511065,0.05658311514694934,0.05332861259915103,0.0399706182572575,0.03494190667583249,0.04726745550864096,0.06882439214212469,0.04574208918297225,0.03096062286428695,0.05787115168536305,0.05129533174718651,0.03067551458812862,0.0390625309528046,0.049386298322131005,0.035749862512247356,0.03990324714930878,0.06627788057756945,0.04615047394703557
6,0.04734332484529896,0.04076546537606117,0.03931153193928135,0.048987455598219695,0.04357382625521142,0.03663412632928343,0.04134331350337715,0.04354339545359444,0.03960334059844944,0.0363214779965646,0.04017118520582363,0.05101710638246325,0.04584287955130089,0.04553512313953945,0.04287491091466864,0.046682047352509824,0.03544289961666233,0.04334923828823547,0.02871848876802697,0.04525358112859553,0.044008773593371325,0.04383981406873695,0.03770526235449737,0.03870195821092456,0.03283757931135553,0.04266489000103762,0.036942717464589755,0.0447023721106616,0.03836485349625133,0.043946234494604206,0.03100342922921927,0.04416745929314037,0.024459341154978876,0.04537147426167553,0.04589889418983114,0.03843332175585768,0.03341731119450886,0.03273528694250628,0.035481163593877756,0.0387946180943707,0.041179900159167095,0.026857307238800185,0.031141141753308677,0.04043862912120221,0.03431237784611853,0.04228545292594458,0.03411054800612241,0.03445875267866342,0.03658348699525834,0.037427075670126556,0.03843248423245202,0.04577086646916028,0.037900620269896136,0.04192569491256647,0.03651222820473662,0.04468192580627804,0.03897199697104723,0.046412864168940395,0.03898653723728724,0.0415810372879179,0.040169086262986216,0.05192183659423094,0.04721799929023296,0.0406020951285127,0.03590556819317156,0.04226073769102419,0.04482272158605595,0.03234487769563667,0.04248950958579697,0.0469319640652322,0.044434703388931615,0.040089110255602446,0.03977163599846931,0.039584561661279424,0.029728698817761457,0.0443798158482985,0.03662610645740086,0.039776423544495475,0.027739194798021095,0.039102389398090846,0.03636369448747592,0.04438359308552742,0.043546192574567016,0.057453165679794194,0.04399709645708939,0.034370407393084855,0.03467341025942446,0.03895632339991715,0.038070010428588305,0.03085655034915132,0.03478204178490676,0.03672379278728981,0.03737532436056271,0.026454608213459126,0.04404417729619324,0.0475354965869238,0.04401838063320717,0.03980240386880817,0.04013956707280794,0.03146441247948596
7,0.06018608924172091,0.05501425724948684,0.0477824324267647,0.06252154534160739,0.06556536723691389,0.040152370875134735,0.05859706213597976,0.06446907784312976,0.05595588579019764,0.04726724151684557,0.04403597340367717,0.050834304441359564,0.04172779393916972,0.046400386732595576,0.032627161810956096,0.06709552445863713,0.06129023730768542,0.0693234354904718,0.047378602453414846,0.03901470473706973,0.07306771539517977,0.05038131947337533,0.05461684113433768,0.06733838971855066,0.05472687327385707,0.055456541321997586,0.04756817269858725,0.05503889447079992,0.07461994574845272,0.047425547655566856,0.04666226373706096,0.04530715462736416,0.04213541429709797,0.06301972068701403,0.06010247982188078,0.038809632643082216,0.05433500845261656,0.051434623122793434,0.044888848997295325,0.06747018072736853,0.0665972597341676,0.056800817213531946,0.05441134452028629,0.04861138041579656,0.046569882415985205,0.048008070932886684,0.060832167550764545,0.06200508512836726,0.044326761779014456,0.06943032629071456,0.05579200938666252,0.06778645228050537,0.05866873686068594,0.06377864195256852,0.037446825829579214,0.03698248316258787,0.05493255023501943,0.0690273847126403,0.08028318733848783,0.03974858911201329,0.07063294240631256,0.05575189427767332,0.061954742737861,0.04496943540331815,0.06342398278792093,0.05466926300624997,0.05099734472440399,0.06219441572183103,0.05555738513592108,0.06430882294928128,0.05622227369561544,0.06467711631740095,0.06465699065110392,0.04324408457487765,0.07579203595465771,0.052227769718346716,0.07102407936306329,0.07513572448174707,0.047664696215982856,0.040454190677862725,0.038402487282500446,0.06007799693853243,0.044980172976719086,0.04488562466379794,0.037098128377787594,0.05594707403454823,0.05342620210624421,0.046951700142885196,0.048266165266680955,0.05462424032847278,0.0452101414537285,0.03826352388556564,0.03586864437262478,0.0411811196712113,0.034974954943037845,0.05034129434376877,0.04619116030645043,0.062404688127421906,0.04365767517839667,0.06730850562441686
8,0.04645349500197234,0.04660732964610265,0.03510908067571278,0.05063787082936078,0.053907271922093825,0.03794319027587131,0.04074913842501859,0.04016045071105847,0.040990966722695324,0.046431731235522404,0.03901504148009498,0.054116244889120334,0.05406303312744701,0.04334828722300918,0.045764116528190645,0.05844343244923489,0.0703125711994202,0.045420178068140984,0.05598547800265266,0.0465169776743084,0.05156011623607725,0.06398354930720908,0.04569618046862389,0.05364977420543674,0.05896918673887578,0.0570930302602433,0.04241921699299456,0.048598020484849985,0.03249744935524002,0.034797590252962654,0.04820617463146534,0.057437850031449834,0.04338212872816064,0.03211883789172265,0.04704834024809148,0.04790180159642494,0.05085218255351937,0.05446630600610107,0.05008533808883926,0.048718548582208775,0.041646950453020894,0.05306083938497951,0.047079570934967646,0.045574537806935496,0.05127126068526581,0.047938698822401656,0.04853197587486652,0.04973859265739483,0.04194298596952736,0.04614512964007798,0.031681105571175164,0.042650383956078564,0.051066432431685155,0.055035636837887446,0.04716655441466314,0.03520535493048919,0.033726390468216294,0.04226752156235896,0.04912618875742745,0.040205069922010776,0.055417378890760344,0.04973639590010883,0.05292776997869454,0.04834984588570085,0.04095515690228314,0.0491192654187636,0.03931637685539825,0.05823591859003374,0.04645453264660135,0.031655108016482435,0.04630837181239128,0.05183204270138626,0.039488565699415584,0.02844275906289289,0.04066418534626177,0.0404006454217512,0.03314176184930731,0.04263919690530937,0.04899653701217486,0.05728150875557136,0.04829949987470165,0.05315477448475424,0.04178037286398778,0.05136215336767966,0.04325944589045089,0.0522001801434301,0.032245097970294206,0.04492474070580136,0.026357060094636293,0.051434661269204915,0.03900553105650017,0.04417919888821796,0.03898321147602877,0.04934534934627875,0.05607902358277574,0.042811203398585615,0.04655610516972865,0.04972886146707172,0.04148338709990431,0.04511058553315463
9,0.0545277299131648,0.03393723059553304,0.049614405555219114,0.0477891502701785,0.03340182506171,0.04056350353416702,0.03342750278509734,0.04723922353927047,0.043471718032407465,0.034078764526141864,0.03151688570985481,0.04623259354256825,0.0560881071495723,0.043668319426211875,0.04672195771561869,0.0552286117435176,0.038274649445821776,0.03485309900480773,0.03519407956085182,0.05480324916839604,0.04286871040178063,0.046299455827403815,0.03486521946757346,0.04173405325120408,0.06047670890426415,0.05681369929865112,0.05391549005356685,0.04826680983515858,0.043512437112935995,0.04769463749755283,0.043950636802142604,0.0500702166270717,0.049317542012975446,0.04177901066731239,0.05002163674041945,0.04899698229896926,0.03985864977155875,0.048989112140425534,0.040706754891014704,0.026663703165030066,0.04368584873175967,0.03203916303245728,0.04067525610124714,0.045053637847019844,0.03801536624324949,0.044341015881235894,0.04884567844157259,0.031017455570805545,0.05241566028811395,0.037026465548271416,0.054713445363501326,0.04782866878572651,0.050783950301676664,0.045118362707488674,0.04715875253664379,0.040172057870093515,0.05006226275037212,0.04817609438833735,0.033199293513231434,0.04764388596577997,0.03852590415565526,0.049800699736073414,0.05259301379320117,0.05117412250762077,0.048842017084357134,0.052627212259262326,0.02823962998293777,0.049574883783049355,0.042804939007569785,0.0424430111916713,0.04308127328093581,0.05768505845268709,0.049214326408023625,0.05799788778143186,0.0530873500119914,0.03728996744514257,0.045115245762284255,0.0455074239876415,0.040120074893491,0.045801834131746856,0.05089454828237109,0.045350358507095866,0.0372768956698927,0.034084488827024036,0.05396771243041799,0.043302138022734186,0.04203521027324361,0.05312818893493757,0.05075774118440736,0.030814825107643735,0.040691447199703634,0.041847106300018734,0.06003602722913045,0.04372837624023311,0.0365017589922581,0.0462773894116879,0.04001797846322705,0.033423365404057076,0.05164414431670702,0.04699448990854472
