,clustering_coefficient_positive_1,clustering_coefficient_positive_2,clustering_coefficient_positive_3,clustering_coefficient_positive_4,clustering_coefficient_positive_5,clustering_coefficient_positive_6,clustering_coefficient_positive_7,clustering_coefficient_positive_8,clustering_coefficient_positive_9,clustering_coefficient_positive_10,clustering_coefficient_positive_11,clustering_coefficient_positive_12,clustering_coefficient_positive_13,clustering_coefficient_positive_14,clustering_coefficient_positive_15,clustering_coefficient_positive_16,clustering_coefficient_positive_17,clustering_coefficient_positive_18,clustering_coefficient_positive_19,clustering_coefficient_positive_20,clustering_coefficient_positive_21,clustering_coefficient_positive_22,clustering_coefficient_positive_23,clustering_coefficient_positive_24,clustering_coefficient_positive_25,clustering_coefficient_positive_26,clustering_coefficient_positive_27,clustering_coefficient_positive_28,clustering_coefficient_positive_29,clustering_coefficient_positive_30,clustering_coefficient_positive_31,clustering_coefficient_positive_32,clustering_coefficient_positive_33,clustering_coefficient_positive_34,clustering_coefficient_positive_35,clustering_coefficient_positive_36,clustering_coefficient_positive_37,clustering_coefficient_positive_38,clustering_coefficient_positive_39,clustering_coefficient_positive_40,clustering_coefficient_positive_41,clustering_coefficient_positive_42,clustering_coefficient_positive_43,clustering_coefficient_positive_44,clustering_coefficient_positive_45,clustering_coefficient_positive_46,clustering_coefficient_positive_47,clustering_coefficient_positive_48,clustering_coefficient_positive_49,clustering_coefficient_positive_50,clustering_coefficient_positive_51,clustering_coefficient_positive_52,clustering_coefficient_positive_53,clustering_coefficient_positive_54,clustering_coefficient_positive_55,clustering_coefficient_positive_56,clustering_coefficient_positive_57,clustering_coefficient_positive_58,clustering_coefficient_positive_59,clustering_coefficient_positive_60,clustering_coefficient_positive_61,clustering_coefficient_positive_62,clustering_coefficient_positive_63,clustering_coefficient_positive_64,clustering_coefficient_positive_65,clustering_coefficient_positive_66,clustering_coefficient_positive_67,clustering_coefficient_positive_68,clustering_coefficient_positive_69,clustering_coefficient_positive_70,clustering_coefficient_positive_71,clustering_coefficient_positive_72,clustering_coefficient_positive_73,clustering_coefficient_positive_74,clustering_coefficient_positive_75,clustering_coefficient_positive_76,clustering_coefficient_positive_77,clustering_coefficient_positive_78,clustering_coefficient_positive_79,clustering_coefficient_positive_80,clustering_coefficient_positive_81,clustering_coefficient_positive_82,clustering_coefficient_positive_83,clustering_coefficient_positive_84,clustering_coefficient_positive_85,clustering_coefficient_positive_86,clustering_coefficient_positive_87,clustering_coefficient_positive_88,clustering_coefficient_positive_89,clustering_coefficient_positive_90,clustering_coefficient_positive_91,clustering_coefficient_positive_92,clustering_coefficient_positive_93,clustering_coefficient_positive_94,clustering_coefficient_positive_95,clustering_coefficient_positive_96,clustering_coefficient_positive_97,clustering_coefficient_positive_98,clustering_coefficient_positive_99,clustering_coefficient_positive_100
0,0.10097460094298302,0.11301371864868982,0.1689371050119304,0.11394223486024094,0.09049679853134157,0.15714269645615903,0.13603398041721043,0.17299712336075995,0.17374418967962596,0.10138629071242126,0.13804084446091835,0.18531813179453357,0.13388293942871193,0.1262562620196315,0.14867888263288787,0.14529782380032571,0.1607038812970253,0.11795145283935674,0.15498084289165961,0.13448059567045206,0.17197983872283434,0.1056507673856877,0.15249125495615834,0.1108565157041258,0.1593164307665285,0.17662027045832787,0.1470847241859835,0.1052109158445533,0.19732307713645458,0.15291319102976855,0.10993280306180085,0.08670263949001962,0.12476321227159812,0.10965529538079052,0.1083648768101288,0.13227982108740874,0.11094517599161664,0.14012550017354625,0.12525759122664587,0.1075716918123461,0.1844817916083949,0.09944700250423011,0.13130511770770018,0.15796267691686042,0.08453002359753388,0.14529540353419113,0.12084789713129168,0.09726222599716322,0.08434013079304428,0.18066806355919013,0.12727392109990207,0.18567844938909733,0.09592439298675175,0.08689179151457894,0.13102529812291647,0.12589366580385955,0.15667735430803736,0.1852095873612545,0.10613896727011582,0.1503023602227139,0.16815321069480121,0.07728268342256613,0.12000393644445376,0.12879351445944345,0.1061506504778429,0.17025905216408266,0.07750799318664975,0.14068242459246053,0.1553867071479927,0.14537931201468335,0.164151724139909,0.13433749270295628,0.12713561610446117,0.09902744163744838,0.17367507079997616,0.1766324417852306,0.15907587490192507,0.17038783279576822,0.13134429889291063,0.09964335817271248,0.12395400656969109,0.14940303497823584,0.09000460901600531,0.09781262712210284,0.13003929846642093,0.09094349093650185,0.1054116703125175,0.0874948659011529,0.14342573860973695,0.13566387534613605,0.1420614750052299,0.10921393425895386,0.15621597081908162,0.13785629391848384,0.08419026816106517,0.16491122454688595,0.18431060438051783,0.15747651550420444,0.09123009455267887,0.16409342778305247
1,0.1571871815506796,0.15441457109675535,0.22654097625476236,0.15824607752091938,0.16888240006583544,0.24110046776100205,0.08021605080211326,0.1925949786308381,0.17993830892544768,0.2618060999595463,0.1928774038587988,0.19248789668473457,0.24004287913252925,0.09892911946758033,0.1487626450258222,0.09547471982056614,0.22579627323688511,0.16074494158531002,0.26072310818723504,0.16942644827610684,0.10501531757913077,0.2387666946172454,0.19465112928621214,0.10280650139798989,0.15840211781939662,0.15532777895491395,0.23898838661026903,0.18817186731584004,0.24794676425413478,0.1546361469887811,0.15036504723178715,0.24753644232204267,0.16757003408257382,0.2235353347428846,0.22275079372225673,0.12470165454678488,0.21530800231140318,0.22937979432509484,0.22076116371478322,0.20206186314460473,0.254796775185435,0.2706091234007826,0.2363502622303299,0.16307497569461438,0.18650986531964944,0.2908080889223419,0.2137184057707864,0.19042891221532937,0.2426512797386623,0.23544483166692262,0.22454577091300215,0.25956316008732055,0.1650257243549428,0.20995221296994335,0.20027801862894057,0.27136729904067,0.1865789505006987,0.21087560383397638,0.27433221661517143,0.24314659845880765,0.24771749759080205,0.21571378842665417,0.17764768452951665,0.17952806486555276,0.21250589590073843,0.13840664902134442,0.19271276187095018,0.27276534264986113,0.21792085643838602,0.07959247723546907,0.14904960046043653,0.2781823395774821,0.11721883614820991,0.25497703583903814,0.20449257628684914,0.24066786834534684,0.15522100300757852,0.1689364865279121,0.2020970518922661,0.24514444728055793,0.13953843802582017,0.14148260930462467,0.22548839033034862,0.27348588496463166,0.172273485832131,0.1498707092920995,0.22436703370874897,0.22656485679945432,0.0737861522397465,0.21116764540813476,0.25010251837015457,0.26666985221058714,0.2788445821910057,0.2551468559253041,0.27568610306672825,0.18924858186030455,0.24655867391143152,0.17080466113760157,0.25783939658480354,0.2669550617882869
2,0.1424899415858448,0.19272291515795198,0.18243667389869658,0.15174524432859365,0.1286280726822434,0.1572746923149095,0.23994836021510663,0.23035325576909407,0.12551516908075652,0.2479787952550339,0.29771911307901017,0.3483865003795161,0.17607661340405012,0.26543914388845946,0.2815365207104311,0.27457020368386265,0.34581042423802316,0.21121743618692648,0.31065265477946624,0.19476969107178385,0.3069687959560641,0.1593117772930544,0.31665422300069235,0.33026814962443646,0.2140807571334908,0.2213881228904275,0.16493700852407261,0.12081473371541661,0.2314841593145612,0.23858668158005716,0.159696527080908,0.201261444185488,0.2161581743886087,0.1951419722858347,0.1296818823472014,0.08115865701293909,0.2679190934184542,0.2200902595375303,0.221660406889394,0.14754323307874845,0.3094059879954881,0.2075768045140273,0.20706564623862594,0.27068483553072964,0.1003799822960106,0.30654805676082153,0.3083277621500647,0.18436704879252563,0.14938184088721582,0.22386875363782174,0.25164921702847837,0.22321229793300482,0.26990369781269685,0.09018822098984024,0.16011168042289395,0.187152938529857,0.19940027400474816,0.20195519139560023,0.2296879310387243,0.29826734665691534,0.3306241709529336,0.120029467264487,0.23781063731739197,0.2461924575816231,0.3461940057932828,0.2449999919310049,0.1456148925976841,0.3416347598760475,0.3054491948665813,0.22803215941405464,0.30731809057051807,0.3005190280745099,0.335235652815722,0.15223099176205684,0.36007892329078706,0.21548284747345206,0.24973934378648044,0.3306768960539281,0.2040891338106862,0.19862021283976397,0.2762465394270199,0.25983990163209264,0.23080778368732982,0.17877949081652292,0.16965433596535306,0.1727142988869535,0.24871158245587918,0.1723317854097243,0.1291814250328063,0.2521533595519596,0.2305412661687782,0.13578917936639445,0.20192011690562364,0.19276707195979256,0.3142002838995551,0.23212840259397902,0.3109647645105861,0.12961779782684305,0.14577022253062258,0.2110453895378646
3,0.0853471404284162,0.2536655828184105,0.2914962200087037,0.26767938518933065,0.12886808383348586,0.2816612909380316,0.2785537799793948,0.2148404536862782,0.32737448956200216,0.32050681969391104,0.3116602632328611,0.30710265561983385,0.30915828943038043,0.3056170512720873,0.3145980620010438,0.24228074370263578,0.25740605939536343,0.16545278487837378,0.2676611687426327,0.06593435502338471,0.27928279099080444,0.22255580081564444,0.3019689372003963,0.14453834070241628,0.1321013988230694,0.12111287681720492,0.12441766442293474,0.19057413261128667,0.2009554824577048,0.1654359653866565,0.23636426262402666,0.07597820662341627,0.1309554449452416,0.20981368419221805,0.2793174959573852,0.22311664381437066,0.262406323489924,0.10446911338504991,0.10020795364264386,0.23168002204547952,0.24841922351368878,0.24707251283105972,0.27155131725441856,0.23664584376679712,0.2472333369974503,0.26907718566787864,0.1728003593261341,0.17858686798792617,0.18373190913493836,0.2325317092743468,0.05762518744992826,0.2519544371420265,0.25446665597257107,0.14118210004453544,0.21099883338012826,0.30521257286959746,0.20944138483378633,0.27564423046998227,0.3284372534013729,0.3011955581749572,0.3143079969846294,0.2883996828365958,0.3062811529696668,0.30510568085350714,0.2946030709731208,0.30258297685022095,0.2595884694488849,0.260261063444894,0.14557264124679875,0.1748842281662882,0.3109691006350447,0.1245907305553805,0.24595748839118795,0.20623761357117176,0.19014674871041623,0.16880837151993203,0.23737177747683483,0.20488151542088498,0.21302571366906636,0.10342791440981337,0.34213784581279943,0.2965586481380895,0.3058518385302579,0.2603610885470516,0.15535282685564486,0.310771020052835,0.23807121918389615,0.21746144679062707,0.18771373005095282,0.30994797066522,0.20168926034876467,0.08708638739029158,0.18706578120665351,0.20892913628344764,0.14754225603596013,0.2096388066423306,0.2767597009068509,0.22530427529199784,0.22100657104545612,0.20570707286373058
4,0.08409211853121551,0.11341856227905923,0.21261406204867658,0.08025321320629455,0.1437239678902447,0.11736580026126243,0.19780553159940423,0.1438228830176656,0.11787882948250439,0.13028690086934164,0.13993312430850618,0.12413623493089034,0.16079794227496275,0.2697623178345708,0.23697248255300377,0.22238022205405164,0.24075376403560506,0.16308050602362642,0.21752626275421752,0.1516483805606042,0.23238876106799197,0.14367328455274433,0.21578164850837295,0.21269758420430662,0.1066609859975402,0.12513216175964403,0.13664148966261114,0.1254861756752559,0.1777649404218061,0.11782036882436828,0.12815249757658667,0.15383634883661967,0.11870040833130102,0.13343884602980968,0.12556930876371578,0.11773024889856869,0.12569868842324508,0.11562275684432591,0.08504132711694032,0.1525065849602538,0.13307621794929364,0.21255653519253487,0.16454176365171802,0.17395326047275586,0.11899992269165556,0.11674486743808712,0.11108179796242687,0.1429238576033368,0.1159542477014082,0.11012100030721815,0.11144517136523902,0.15100168222067661,0.23108475337149337,0.08089003761051951,0.12405030713881741,0.159991666586195,0.16659513674630316,0.11966414999843837,0.1675460626654928,0.0881058571762918,0.20134540546300086,0.16980950349573323,0.18840662302326316,0.2078743211811299,0.20897207653946287,0.23694357934259166,0.08221251014721298,0.20350193200198283,0.19999130741319565,0.23619088267244687,0.2232854175459049,0.12497565698829274,0.21942052945675333,0.1235015434617355,0.20838946601294325,0.10324674682334309,0.15361166472935112,0.16646676517287926,0.12547403331442494,0.15727422794372276,0.19728931742219466,0.13885598142832242,0.13964451773113468,0.11819574790548089,0.14067026469333838,0.13768287738112692,0.11898891180978304,0.12683007191447587,0.12963569984438408,0.12172099186718986,0.12074194419784408,0.09581819920309395,0.08625746096695819,0.13776292781586957,0.09972749496144777,0.17015249871495086,0.13368716312345352,0.1288709577227172,0.11329140283889304,0.1403671663864054
5,0.13015141247338288,0.16291063005974268,0.2097809181215237,0.1643134301296988,0.12708489858006108,0.13232131160153868,0.15167739973854258,0.2477190877516076,0.20089542014492834,0.22586327120664326,0.2044848474888606,0.22132483040279805,0.19723391117201336,0.19826002744466598,0.2496356077175189,0.1141903105256341,0.1905828764530744,0.22387252380193798,0.19099528937382468,0.0931294857743571,0.2347572078641674,0.2048627333190683,0.19265786453327305,0.23005962304698974,0.15457026697492754,0.14595865911943343,0.16504084154234772,0.10177902673297981,0.1259371036827734,0.08126217939820923,0.12049408315772074,0.10558568653676703,0.18660039992786365,0.11856268926379539,0.15246113382265675,0.13802138908185252,0.17230887757339247,0.17904931188884432,0.18435273259689103,0.06478485261966864,0.24250017252741204,0.19982859097447833,0.22094694638262335,0.16942317967538306,0.27605783786004295,0.24126042081894794,0.24247246974216774,0.22630122739162645,0.14105318930445732,0.22209364377648222,0.10880897607312663,0.24406580022445679,0.26250424137947903,0.0715636997967328,0.10429148922972782,0.1576495559666943,0.2391206090083117,0.18170411721803292,0.22340500644766126,0.22388355228104218,0.22531228245222495,0.2167790086379022,0.24174315291371642,0.22329186596931153,0.22989318552448235,0.22102097555941327,0.14100799801804548,0.24332441445085462,0.15637338434008136,0.19512374441381408,0.1957689505614122,0.21884130997065593,0.22650323175872858,0.20885642315584468,0.25342310560815695,0.20859212710613564,0.2289915225141525,0.19539209460733728,0.12190630370998126,0.13520938928131704,0.12107610353041821,0.20981148096707458,0.18004546152041945,0.13907985306053933,0.10519017212030722,0.2276898270582324,0.16996363810460896,0.11403932525884278,0.09337530900547826,0.19672825952201864,0.22806969287476372,0.14602278097655372,0.14450366919800245,0.23045189843278555,0.20525238369480173,0.15569082989510738,0.2405495929774181,0.19453422001128248,0.09414231837130804,0.19918340718199107
6,0.10892716896549284,0.0893319734414288,0.09750906142636484,0.09088306540657987,0.07444027592671526,0.07209823176733304,0.13135588994258637,0.10609224119768604,0.0796789161514279,0.10646551513396652,0.13149536412742552,0.13488659611425619,0.1423575251436745,0.13227813293468382,0.10548650118551953,0.12172941691276144,0.1269293675464652,0.12700055054588652,0.1332871174252223,0.121529462992137,0.13225387202814745,0.12483301978691629,0.13163329022568593,0.1714309907155317,0.07412491543287655,0.07248264517872201,0.10648151664326747,0.07977848339620856,0.0960092869829072,0.11406760074118141,0.09060453739172154,0.1169348675136443,0.10038243242786446,0.11453906652912761,0.0843089035289124,0.09041410493464418,0.07798673681906225,0.09043264142353531,0.09162176787437373,0.1124955910100691,0.10750767255481682,0.09447132955462936,0.10906744223197282,0.0929300594616062,0.06288527017424766,0.08887289293834992,0.06931536787326659,0.07650567311238936,0.06725981748882406,0.09433114893717474,0.057093544805661804,0.08236999738132657,0.08434798208558872,0.0793388406513446,0.06289929606071401,0.11894327498763854,0.10865464821885044,0.08532536104098006,0.14422906620027307,0.08951060025681475,0.11797140492812737,0.0990580342256404,0.132049200303648,0.13367593111273396,0.15943389821445939,0.11606669666737383,0.12830610001869877,0.13765334954960512,0.12838808436588472,0.13527631867949216,0.1410130276004685,0.12193984583720403,0.12451961812499271,0.08060555723609264,0.14016615319736592,0.12215400839309139,0.10491573176984445,0.13357436824236843,0.10645297214848073,0.10988030724027271,0.10031045592200882,0.10924049878571573,0.09783578786850465,0.08980376161279587,0.12515634921064497,0.09246615579868339,0.08439045089489482,0.08648240019161224,0.10882016272234148,0.1158520850356852,0.12039318320276923,0.09826612976810914,0.0829108178568529,0.10395268406362486,0.1019173578765495,0.09679107530426784,0.10715310660117383,0.10280930814940638,0.08743593225547062,0.09028548240209529
7,0.15014448606535613,0.12994224091180087,0.16469089857568697,0.10289660479224778,0.10385216735576756,0.15909076169767922,0.13453736977922306,0.15840380580524296,0.17511041652272366,0.31684656857359955,0.15437003759500562,0.2807896251678152,0.10421099116814285,0.11850642661974267,0.16081087106194047,0.1450777524792233,0.156338277040266,0.1550367442045297,0.11875521509655516,0.19123983710911532,0.16434389992424223,0.2992902156013555,0.11291471195358195,0.14978465197969493,0.3788423915570646,0.36542659017204404,0.3019693236372387,0.1776288728993009,0.14380143526061814,0.1642634945388008,0.27731018690440884,0.2723460166349254,0.17803523729331788,0.14598878666277815,0.32260396801736557,0.17180217365189088,0.21714915133434914,0.3535682426597752,0.30404685579785456,0.14291849338712817,0.14255083820442158,0.359750274380052,0.3465452645263121,0.35610419230695556,0.3242384684388954,0.19253518691235993,0.17290406116318632,0.1571154130761038,0.21075373088386742,0.17391615649676317,0.1377903695367664,0.11144539856096783,0.086466764712985,0.09570239303914846,0.16135412773659216,0.12207803566718325,0.11518415286526978,0.20491284204707694,0.15076400714506674,0.1516695327590261,0.1690654960690125,0.1294256447344752,0.14259538954750897,0.14426200563193367,0.13107442434724334,0.1899336219455799,0.16144407547675604,0.1291329383469203,0.17295605718615156,0.10590450521225821,0.14532332250469848,0.09677491252169289,0.1878906343903448,0.17235515506141816,0.14591880389903011,0.3058342576068742,0.14206600048591198,0.15864327671826492,0.10251896565896634,0.16957826806875637,0.16002819146423375,0.17878915416820887,0.2650119027584977,0.258835937022545,0.29714257927550825,0.15424852951151113,0.20901082752809472,0.30354493964194484,0.17227710302413912,0.13429733225849094,0.1894837586948569,0.21417429797352813,0.10185137980879266,0.20197974105702443,0.26666876052085353,0.34840823228574325,0.21476147374383944,0.18053665251575438,0.19311896447192675,0.1762696941244805
8,0.11453915285771785,0.18408005941694922,0.15047769676011638,0.15579309696981405,0.19252520775120752,0.19726935147238348,0.1339817395404827,0.17280245655012866,0.16230599148957292,0.1373335384480812,0.127118934414713,0.11295781686286739,0.09387787629595351,0.08994324634213548,0.13270054658102795,0.14171935923833082,0.15167647163949924,0.11723233997076468,0.1478731464680697,0.10447445144090141,0.14630487669289144,0.14558911064005522,0.12494105675605623,0.11865655858898529,0.12824880663933105,0.12653877306782715,0.12445619578596266,0.09603403991309198,0.11598275369120561,0.09885096757327498,0.16552722972426157,0.13785723061050334,0.11092525374044436,0.11612202745286247,0.13620333812132587,0.1372254672704117,0.15019715340220574,0.13115575989819628,0.10408596460269813,0.1173357159171071,0.16300150666855587,0.1627047372401135,0.16381061774226155,0.17837706391207536,0.09891121475607365,0.19217891196557502,0.14640460381040457,0.14924078097262916,0.12074358350350924,0.1633034559036404,0.08241454877554917,0.1842715622732881,0.14277169690811922,0.14080749145690852,0.19266227686035578,0.1470647612990247,0.1542795369402485,0.1709976565419661,0.11872172022646738,0.10311762896762144,0.10060379934001316,0.09564450686620367,0.0831956089935509,0.11512509712100145,0.10520561034387943,0.11528427343212704,0.1502372391702774,0.11632225063183224,0.10906507200827446,0.11229868179204501,0.13838971305406705,0.1350218770549773,0.08586887761690137,0.12195347789255703,0.09757176961037807,0.13050542872786614,0.13484207926728645,0.13292091234904596,0.11999907125718387,0.12434303471197419,0.13676116753102824,0.1938056623084756,0.10338793089051256,0.13663263781730284,0.12705806959960605,0.16951153329745594,0.10495016151358151,0.11898816805798378,0.11758646943730341,0.13488669371138357,0.16480132351944876,0.13693206273629813,0.14681196977199143,0.14225958869254504,0.1679263841300652,0.1774453460810885,0.16503140760433826,0.15617074612736803,0.1100101123334986,0.1204556592953171
9,0.15799318228122158,0.1814173574195758,0.16603302294459088,0.1211146215020556,0.1380998038422786,0.1876825327884181,0.19181780640274068,0.180759780816978,0.19978210413576925,0.19306161853643364,0.19151997996277104,0.20386145612653497,0.13270359655888891,0.1908400968949514,0.21393908745774184,0.12104135588297041,0.12847300039654994,0.11795388968050273,0.0961272487052826,0.0944389449981917,0.10484570803883766,0.16197372057203763,0.1846286309297251,0.1448342857413832,0.23181753881147046,0.14673264636053915,0.20011930317178805,0.104605010658927,0.1531554764749525,0.09809351051797628,0.1407162003225045,0.1356605026621444,0.1371305702170431,0.1741627568759144,0.2553038659984324,0.16454912439574346,0.16863767667560453,0.15057876460252126,0.1791603493476608,0.1677453727699129,0.08381675700163453,0.17012157788980933,0.16227659801347324,0.20639981930130957,0.21916285583833386,0.24533928741128122,0.19422898525453952,0.19389130892942055,0.14350443250915823,0.11179837291736858,0.12134001459697324,0.1515687891374616,0.118113267415006,0.1439628271378469,0.15728078068291296,0.18721429390097308,0.1962359720720518,0.1740672208744434,0.16372398839473648,0.2025030229789057,0.17403835408065382,0.18925493274427357,0.17538943991334777,0.1459567298848419,0.12893106599942059,0.1843485677704314,0.1853119813407618,0.15547910458883343,0.18450964353658877,0.1492085581875854,0.1311995747727057,0.18662927630973125,0.19776060686559724,0.18687564064170326,0.11325849896596543,0.15768917732623586,0.1470020797247648,0.1710323851107231,0.19262658987642772,0.19213332565301164,0.11302647152245034,0.13113098741930418,0.19538571079692085,0.1398939416143957,0.23312483210954427,0.16617778080752535,0.14038777250436854,0.11795711316133085,0.17079388492245853,0.13297812458454,0.1959811104934726,0.24202115748517952,0.16107425709241516,0.2354147271920242,0.17574571707811928,0.198961714809923,0.20854683796190843,0.17090182471169368,0.1250049022538638,0.13426088991032817
