,clustering_coefficient_1,clustering_coefficient_2,clustering_coefficient_3,clustering_coefficient_4,clustering_coefficient_5,clustering_coefficient_6,clustering_coefficient_7,clustering_coefficient_8,clustering_coefficient_9,clustering_coefficient_10,clustering_coefficient_11,clustering_coefficient_12,clustering_coefficient_13,clustering_coefficient_14,clustering_coefficient_15,clustering_coefficient_16,clustering_coefficient_17,clustering_coefficient_18,clustering_coefficient_19,clustering_coefficient_20,clustering_coefficient_21,clustering_coefficient_22,clustering_coefficient_23,clustering_coefficient_24,clustering_coefficient_25,clustering_coefficient_26,clustering_coefficient_27,clustering_coefficient_28,clustering_coefficient_29,clustering_coefficient_30,clustering_coefficient_31,clustering_coefficient_32,clustering_coefficient_33,clustering_coefficient_34,clustering_coefficient_35,clustering_coefficient_36,clustering_coefficient_37,clustering_coefficient_38,clustering_coefficient_39,clustering_coefficient_40,clustering_coefficient_41,clustering_coefficient_42,clustering_coefficient_43,clustering_coefficient_44,clustering_coefficient_45,clustering_coefficient_46,clustering_coefficient_47,clustering_coefficient_48,clustering_coefficient_49,clustering_coefficient_50,clustering_coefficient_51,clustering_coefficient_52,clustering_coefficient_53,clustering_coefficient_54,clustering_coefficient_55,clustering_coefficient_56,clustering_coefficient_57,clustering_coefficient_58,clustering_coefficient_59,clustering_coefficient_60,clustering_coefficient_61,clustering_coefficient_62,clustering_coefficient_63,clustering_coefficient_64,clustering_coefficient_65,clustering_coefficient_66,clustering_coefficient_67,clustering_coefficient_68,clustering_coefficient_69,clustering_coefficient_70,clustering_coefficient_71,clustering_coefficient_72,clustering_coefficient_73,clustering_coefficient_74,clustering_coefficient_75,clustering_coefficient_76,clustering_coefficient_77,clustering_coefficient_78,clustering_coefficient_79,clustering_coefficient_80,clustering_coefficient_81,clustering_coefficient_82,clustering_coefficient_83,clustering_coefficient_84,clustering_coefficient_85,clustering_coefficient_86,clustering_coefficient_87,clustering_coefficient_88,clustering_coefficient_89,clustering_coefficient_90,clustering_coefficient_91,clustering_coefficient_92,clustering_coefficient_93,clustering_coefficient_94,clustering_coefficient_95,clustering_coefficient_96,clustering_coefficient_97,clustering_coefficient_98,clustering_coefficient_99,clustering_coefficient_100
0,0.040227658020386206,0.0790891422651858,0.10073223685155754,0.06675616060183495,0.036407958151380995,0.0972249141957498,0.07836040800489094,0.09723846628543673,0.10727381042576555,0.04928089854234942,0.07641045530599326,0.10168383251033275,0.03329685833742008,0.05930546345673065,0.08013026660744275,0.10019856721662658,0.1096174821164303,0.067455960027675,0.08318568855240832,0.0776919220590929,0.10118272113810291,0.06849510477559995,0.11160736042210936,0.0696919680534134,0.09870822485463746,0.11236910813660997,0.08248091473693064,0.05485410401244857,0.10937089371134381,0.08772161408784909,0.0788150552655312,0.02627979627330557,0.07778218277825191,0.05381672430116376,0.062379272954033685,0.0818474713758329,0.05267501011150301,0.07804371426950217,0.08132568826937782,0.06573085619931747,0.11857516168736931,0.062262847147486575,0.07710126382691644,0.09393313975735591,0.05036588172864865,0.11983992088407432,0.08866868579126025,0.04591140801150378,0.03646997969416725,0.12488895839110882,0.07944478145280152,0.08551153951418479,0.05767219312558274,0.06119030866635733,0.09855760904546847,0.08337980287437938,0.08307513507747005,0.07806880896040291,0.043678597947893937,0.08153412920342722,0.08924537033054862,0.03525292871062218,0.06054001241237694,0.05705858004252671,0.05277994481012608,0.09577691247886355,0.04464199346527186,0.09263402556982,0.09653224990091325,0.1131587078534662,0.10375640622067422,0.10101439038067808,0.07666179207953368,0.04352788946739794,0.11242210217532829,0.11155176771520314,0.09325992050419674,0.08516007968023732,0.08323451048086579,0.055182067543816715,0.06424453716676072,0.11043479671734373,0.0633195092740754,0.03984415078937579,0.07111246520177056,0.048198730044325275,0.04532896559337252,0.03201228288792968,0.08112683490885042,0.08931874314768322,0.09034229520991437,0.07051348311667524,0.07785853276380997,0.06663736123727003,0.023172248117505335,0.10959149794973046,0.10875042727845681,0.09381652073270705,0.04907037616418,0.13131666522628188
1,0.07362303375256918,0.08809451521202387,0.10896243349390498,0.10868991904862056,0.06660027587435187,0.14224789049475484,0.0763642884253383,0.06475971737135705,0.09279991514847813,0.19015409207148867,0.09886178045712092,0.07786549122499198,0.17165369131264527,0.024181630921683274,0.10523614921128689,0.10515035341572104,0.14477694671629446,0.08805237855755599,0.1853757237601486,0.20278911585994652,0.08598231781124743,0.18168431807121363,0.11976379755786566,0.05157613975178328,0.0715512091678077,0.053150357041454634,0.16491965587066595,0.10444293689650407,0.18388821187098156,0.043529392762750786,0.05072432585470414,0.1401390193851532,0.05287713497171592,0.16226178333556385,0.1405679890584055,0.15744532451997734,0.13526311371752656,0.13634699688833962,0.11897153924619507,0.12723604456345974,0.16556016547154395,0.1864261094397168,0.15513309725616428,0.08191905908835748,0.06788644533613258,0.17828082280669216,0.12255176960503546,0.09656388465659689,0.1450043134103466,0.1463202255291824,0.1369865110948375,0.15315384813994756,0.07769787064575825,0.18387885707537044,0.09387112109404887,0.16646160759954712,0.07028894747448915,0.12968946138593426,0.21031617832792812,0.16529728795732887,0.170005273230189,0.14036633386119393,0.06845478562973328,0.07058104955488041,0.12319531714707309,0.0877724497786449,0.06689696061502617,0.18803775159279915,0.16250658792700998,0.09183061012337976,0.1943343447237605,0.20718401108701792,0.029487514969995455,0.1841183827780767,0.05966091087487415,0.1480906560595036,0.06952567982052615,0.04675216395206711,0.13073941334122682,0.16729349911033214,0.06400475617355275,0.06697219782961975,0.12500907173971315,0.18020027191733626,0.08907073953054662,0.06898765939017906,0.16259236957969075,0.14365776441565511,0.05318009646963824,0.1227651299914349,0.15652057382773585,0.18230999570113618,0.1995082307560613,0.16433710796359866,0.194098879493199,0.13174164281220013,0.14001600263331945,0.07616864405587438,0.18544742976420053,0.18281403799476295
2,0.08214935211616235,0.08078478806191437,0.07502990588617554,0.08869191781984591,0.09059144234337332,0.04859866631877412,0.2216957183321088,0.08406268284206059,0.043307441934960715,0.18154208578728298,0.20665755129462599,0.24385133752443078,0.11583892930331406,0.1926602076161047,0.18189352425709515,0.24490092024614904,0.2599078140519675,0.1885458766922834,0.22494466421662837,0.16758069430025943,0.2691417881815017,0.08112093282049491,0.24065576773356945,0.23983990710968667,0.0916368255766808,0.11693902571628127,0.11111794073604463,0.036074720297012745,0.13756319940643943,0.19824413865652463,0.13124322336897126,0.1574603402093267,0.15838379958973597,0.10255381822534043,0.04737498993216119,0.014684928551666173,0.20662956619026815,0.17041066165509045,0.15337895351048864,0.08251480939197874,0.23859295611013503,0.21519778671764617,0.22223598953222848,0.24897631670883077,0.06828690158498682,0.2744134804631386,0.2422257620170552,0.13543480654818713,0.0838534249154164,0.17258764793157627,0.20165066542270443,0.1767626588018997,0.22923059673513776,0.04525776193921931,0.06701507174561544,0.1338291289843495,0.14407909374000002,0.0671482709069522,0.1702111484593995,0.21315867986887005,0.24112123440089298,0.0519854639465666,0.1823520732228729,0.16770240142400789,0.2591976352131494,0.1468364734011442,0.08530810674373727,0.24675972295586093,0.25803592110804285,0.21513844760063283,0.27051230396936443,0.2586974357080727,0.23932187454510506,0.08460724669754925,0.26208794637527105,0.09880421040151952,0.15142689583111313,0.2456400920740139,0.16116882013044181,0.13408725452108924,0.1806917709908379,0.20481373752435908,0.2050744934591768,0.0676485223918655,0.11422243967864679,0.11295374790868223,0.18815815348553241,0.10650190838580635,0.04133137874187625,0.17899927644371755,0.18333960169672928,0.07198594135652962,0.14899361930934035,0.20126777086018283,0.28580945863885626,0.23718090752645882,0.2597644877236697,0.07421976389985778,0.07518109076812485,0.1528064358605735
3,0.03303392959573942,0.18442576892311985,0.2590017328603891,0.22256161963674942,0.08896007029394865,0.22044520238032472,0.2660061202306843,0.16934724983941782,0.2541736262778081,0.27100812172431576,0.256639181364364,0.24163836996665825,0.27221584353649747,0.2708259614735859,0.2767960871351601,0.20873264877065012,0.15041490955283862,0.08563371043772122,0.2259719558214518,0.018745744218961188,0.24188868156097873,0.15831883571715752,0.22668394015784737,0.11527227235410385,0.05584512690673618,0.04759088279217399,0.09209728893085029,0.1517004579921062,0.16389979878376915,0.12281073814681195,0.14878418180199562,0.042289257464750846,0.09733046844453198,0.20073724845184152,0.26497834064525017,0.20977157902152357,0.2558383025316883,0.029899099142578035,0.025830723272686158,0.17569197199885914,0.23458727927385742,0.21153785854963555,0.2042274245427427,0.1893048150281657,0.22057873573865008,0.25833994806312643,0.10434013690115834,0.1560222082495434,0.09350281895293275,0.21880854836661964,0.022508682410430872,0.20393795186030408,0.24065938331344347,0.09224942833749353,0.13735769755179458,0.24284418779174835,0.13716462786244082,0.21386902688605317,0.26161898551690144,0.2514687628297448,0.2531328830387752,0.24987413707706296,0.2628805197848067,0.21460276574187112,0.20773998928565876,0.25604342910798,0.22686901976435922,0.14101216529313956,0.10047652051858938,0.14466293016072435,0.20614144818358573,0.03926366499384931,0.21215165801954627,0.16156680018056294,0.08121557297968872,0.08429357235481157,0.1511610356497097,0.11065411619827688,0.15713715158330852,0.025405081343097467,0.2866221899682364,0.2729568071892642,0.23871015857571787,0.2321592260944591,0.14839560250586642,0.2719918648332239,0.22599880777299242,0.20612487878592542,0.16580453467414358,0.28218845891938094,0.18052650951555585,0.019076875077725673,0.13529682018718733,0.16091192735267595,0.11552019079138293,0.14984935862558235,0.25292746102293734,0.18859179524970704,0.16083384511435922,0.15892224306556904
4,0.036587456584669165,0.04418606876024036,0.11865039618611171,0.035450687139034785,0.09160666464082581,0.06725184257886306,0.10689700840582167,0.07896601093210633,0.06056799398703801,0.05778690901462683,0.057000720126029206,0.06624899627095696,0.08696111944653798,0.12420742068620015,0.13276997045492958,0.13634522871772445,0.14117213460911712,0.09201631257322361,0.12033398685279735,0.08609486089856444,0.1479868454650835,0.08804173598290699,0.11062049452085698,0.13621033574145872,0.04455105052318964,0.05448239322477093,0.07542707341893093,0.055335326328610386,0.12020132258340925,0.06329086760956558,0.05687844320938532,0.0880184858696831,0.07790385442261212,0.06256767401066671,0.07267594520771059,0.060414910939017144,0.07632308344618872,0.06546040776705774,0.02528342767012917,0.09662127043260182,0.06506292144936322,0.09420702986955197,0.07979218441056884,0.09718390152744454,0.07210007203825922,0.09759356589722559,0.07178212912104304,0.08138217655183218,0.08105255219402337,0.06523264142992581,0.06703421812581994,0.1041580541023219,0.1531668122170756,0.030617492260265586,0.07912680799021468,0.09709951867404756,0.09845125226178585,0.05611234327171908,0.1098492577291095,0.046925797501204056,0.12656550070817096,0.11174236523219445,0.11782772077910732,0.12214471901333053,0.12925309430188905,0.1333774744157086,0.03729546958003203,0.129281096432415,0.0911138364545029,0.12393999419319877,0.12058714035615033,0.07156162138086265,0.10881367510489513,0.08102925765306107,0.13605114709126417,0.0436571797483902,0.0741659717771634,0.09920850773138258,0.08646825951392474,0.08063615489172479,0.10529121941488981,0.08400315892543311,0.12003681883766604,0.05338947258419479,0.052599465773728385,0.07932136674607333,0.0784817789557945,0.09111143996416958,0.06453752805982658,0.06155670182834515,0.09349691930703802,0.05400660676066098,0.023116323496879834,0.0649738935798594,0.05215573173529852,0.10377585224099016,0.1404229807673296,0.08218258045428758,0.06487153163841113,0.08975712177723245
5,0.07651521612788055,0.12024363290947801,0.14947081676386437,0.1186037189176117,0.10785979818917225,0.06349046360810075,0.06033242757483764,0.18572661008633104,0.15438037361674292,0.17744838645145924,0.14265886568317637,0.16417646934276095,0.11514506817684181,0.12935602651888062,0.16692781422704425,0.048715438740071955,0.142979823758746,0.12708943719137814,0.15615356754204113,0.09022399902713328,0.19095561871900565,0.1381040396208782,0.13592330951332626,0.1714367022065379,0.09505947594247859,0.07734729365279797,0.095000945408852,0.06339398608194781,0.06048434162953088,0.03665069828554366,0.08758619377574156,0.052784190373643985,0.15693197156273597,0.07861846559779914,0.11789154412523575,0.0456608354845247,0.13942198771184594,0.12461952219815127,0.1531078037413093,0.03440514879754303,0.22100644332405725,0.17707282710857714,0.17009583565018416,0.10779859430396077,0.17357344429093216,0.19520134216005447,0.20433890306896038,0.17881468753125404,0.05980178866225449,0.18027950999761203,0.04742582531001166,0.185193071244935,0.2061995612892362,0.02721526397225052,0.05094664854127141,0.11665743042716506,0.17979784262404375,0.09408507173029261,0.1639037406520533,0.135493758684028,0.15880413031815585,0.11241859873478657,0.1727961045607792,0.1237967307686481,0.18154556359915475,0.14595397574323157,0.06413913605859206,0.19056490945606064,0.07039653552910181,0.15475335558200504,0.16757923140870484,0.15207057607417357,0.16747052243668978,0.1466474127622416,0.2019046060199861,0.14349824516438425,0.17424675839039583,0.13793446334926235,0.05677550256352097,0.0790068928951599,0.05299261388976512,0.17935050874132313,0.13343635424883463,0.046549432971516064,0.050691748128023364,0.1854686647030774,0.11796261959251816,0.04998099690455205,0.020927154780124826,0.11685748096348744,0.16860565368494965,0.0699714788431093,0.08186766283421229,0.17305534234492265,0.14883083468336214,0.08780799047678065,0.18552027863946033,0.14384194488622112,0.03026686965901544,0.13081949642087468
6,0.06948217098236514,0.03669659433698,0.037115025495135394,0.039908853804949365,0.03533881874486737,0.025154895992239572,0.07401614100211674,0.04304027895542184,0.018899702253176956,0.03784467204632401,0.06932821489869487,0.05667950027438897,0.06501055824867069,0.07041870712424937,0.04725094320011879,0.06295333449791285,0.06608209738200324,0.052547802788119845,0.07672238403124457,0.04671319586027476,0.047489632490519885,0.04894805529466538,0.0548132179988416,0.10681253797506271,0.025954417245215695,0.029020991665127234,0.06194517883711207,0.026089623163450877,0.029227422374286452,0.05289296044819761,0.06123642616678911,0.06286715017788932,0.06971632181219221,0.0413887776729708,0.027871606271743295,0.0387972129151462,0.02762755482240675,0.06437097915079888,0.04703736633978429,0.0607025535705258,0.0525323584757311,0.06877703756708428,0.07171850782243355,0.043635041085092696,0.026536443830863066,0.05123995242552292,0.030360482399233595,0.018014663812174044,0.017682191668667586,0.050535811819358116,0.03546911635353395,0.024830728668263618,0.029101778267456403,0.04997701000071863,0.01591545461525639,0.04494983199109426,0.02972234729158206,0.039688298023729585,0.06962728790701271,0.028632744836245727,0.07224068063573298,0.03764565953523809,0.07458689805598476,0.07132442524289741,0.07015226834319525,0.04354240051621216,0.06284719126082533,0.0894864100882923,0.07012779627964258,0.06450933901955967,0.06226103630068634,0.06994613378040983,0.04861813336950292,0.02831514882506407,0.09189025641503666,0.07767046197904381,0.043637372753679515,0.07275039720950806,0.0729660813415043,0.06721541035115794,0.03681179030585872,0.04474480506731873,0.04101321675472332,0.04261529245282259,0.07573020385399015,0.04157879890964173,0.039100725591724346,0.03221965356840885,0.03940556635775398,0.06197374453570586,0.09081213067775347,0.054363751048242634,0.056734161376372515,0.07151250897936907,0.03879722037749176,0.043353323630464104,0.04471555463335557,0.037241535965297314,0.027040973108350495,0.04756167463837762
7,0.09913803790574045,0.12357892406113608,0.15063122976026008,0.04402638397667984,0.06346798447673227,0.1424007150708676,0.09000196309941465,0.060970843492266495,0.1326098796604959,0.18264155711054383,0.08852723522966105,0.19138032684957618,0.04750311962981013,0.07037903584564875,0.15509801881053048,0.1120624328064038,0.09964376676819764,0.07472595279513973,0.06364496209223106,0.1920608880746268,0.08761313902853587,0.17219089411321278,0.044410451331225155,0.061126781826520316,0.21902320171127743,0.21869787086003167,0.17998209949885066,0.10008530833373472,0.08098020336927439,0.1215567294428777,0.19262862654771104,0.17057372307052726,0.12031802140871113,0.0795587805586568,0.18615794603165395,0.16898122502200094,0.15271138717780924,0.19516647652628047,0.1879991931328934,0.061441270805933056,0.050187859010018813,0.22277123257683254,0.22820249340920984,0.21179396287296792,0.19805211618266816,0.12500880732763234,0.11250192855334867,0.12108241284249807,0.1909189410528311,0.08129650309301487,0.10250859725681528,0.035951460400352166,0.04008377843158698,0.04889502279289545,0.15661486361494825,0.10895855460884041,0.06112185196725274,0.0784545088383102,0.07569899545626671,0.10019443053204674,0.07659114956487376,0.09602273287590153,0.072362492285594,0.09855418006877717,0.03815014674026267,0.1365092436719145,0.12513614644939047,0.046553154785534345,0.12002412648482182,0.06197480372990775,0.12413887459016265,0.029822290213403563,0.10238772327563807,0.1293788781140702,0.08592982038135319,0.19275789027474022,0.077192977113004,0.08134721628473345,0.05490700450475086,0.11048158425921262,0.11407372811113842,0.08593853174726578,0.1834383298924319,0.18333915229303557,0.19844332944788473,0.11581766768156612,0.13507077943085471,0.16258605157453745,0.13672875154659894,0.046530704718216125,0.11279709510384234,0.13406955362059672,0.048260081625697816,0.1323262261095298,0.18349000593671513,0.21578461495005716,0.14123987455766812,0.11649874824628449,0.16137033232156292,0.11787025581319509
8,0.03811464323634228,0.117603540276788,0.1050990697286072,0.08194899627552854,0.08801773624446008,0.09588121571316403,0.08649086618459785,0.11929413460713043,0.10518473243072844,0.07373335618635389,0.07873567947242986,0.03709154494466939,0.03836039556734018,0.03185470203359335,0.06424754207451863,0.06211032356515369,0.08112659230897297,0.06483321551381571,0.06513292030177052,0.05391708545817545,0.07259868831200693,0.09173298964311749,0.05772256879269023,0.045049253305236,0.06385862588287479,0.0608002724675998,0.06179552746900999,0.03682149403771099,0.06907722711119604,0.02945825606998566,0.08417897832911017,0.06320192792346915,0.06979493025021839,0.08167085277660419,0.0987929483001449,0.05666991556902626,0.0815452454454983,0.06706248579465816,0.048052181736250865,0.05074750167989469,0.08346188075559387,0.07562849496316047,0.10497235792895773,0.11433286695860746,0.052446524809403657,0.10640013942833047,0.09251510812897402,0.07426037187088394,0.050921647185709025,0.06573779184391683,0.033698470867721014,0.12156563435935645,0.08566018309622278,0.08539247827753876,0.09564002444269604,0.10158438694414275,0.11041033462096224,0.1093481800355835,0.062385365770421496,0.03498264608430493,0.03711863781332251,0.03415636332441683,0.02707351757714148,0.051772783009112235,0.057065791997387066,0.053704130173536355,0.08881002064292087,0.05640289530132178,0.032814244208638536,0.043724515963749364,0.06903605181170783,0.0645735997983405,0.024677283293283236,0.07705405291933136,0.05361884144052469,0.06366207269602289,0.06826569559192755,0.06666445827287795,0.061355160996248465,0.06570994751371363,0.059330935748520906,0.10100343162759333,0.05115932933181561,0.06760878612146214,0.04964085301051011,0.09603609063387254,0.047083039621017155,0.0594579653252118,0.06322824914655094,0.05205992701213815,0.11353253156697435,0.07777595263318743,0.09389632903970238,0.0707480262319096,0.10342162184669011,0.11454070608684679,0.10589326693057581,0.07195926249313866,0.036061315012511405,0.050902730301062085
9,0.08599991157054256,0.08427124505960532,0.06898813043542276,0.07977498157004534,0.06811067668803124,0.10029064833162497,0.13250790463193934,0.09836892267716273,0.09986444166103754,0.14592198506881307,0.14605608736718417,0.12580699139254495,0.05423727222982744,0.09798359810217164,0.1066979800955882,0.049110931058372095,0.0688335451557515,0.08707813461678907,0.04057546131419315,0.038462083202871415,0.03862488570172432,0.08087976700124191,0.09964304033345914,0.10947187155938468,0.11803149874741978,0.08236170215923234,0.13369572484531683,0.052956148462333916,0.08118597116080696,0.038725372786618355,0.07295789234073427,0.03503972748621656,0.050775623615851244,0.10831615370803607,0.1383170861989504,0.08937438012346487,0.10162023860566588,0.0887153106023174,0.1088480040346781,0.1484128651783408,0.05020246412389565,0.11281317255666062,0.09922390228504377,0.11255234362049762,0.12642202667821062,0.1458058127351491,0.11565012816940436,0.12509753932880932,0.0487735839918094,0.056077005529302164,0.05207191979363298,0.06978602211255076,0.047469629088334964,0.09810638890096794,0.0784561223398799,0.10005019165491319,0.11298077143343119,0.1068901828757679,0.09500295153481725,0.11206396787964999,0.10751429894072656,0.09295310506050093,0.09023333844745064,0.0675099168153141,0.04055163887107411,0.09178721403346726,0.10837283931658158,0.06759174190280826,0.10885761683217118,0.07968853923018385,0.08247436656020159,0.08913937441363036,0.11548793657109338,0.10389130646539962,0.04906588907087405,0.07733450709238235,0.0858776267541835,0.07941520118483239,0.11413853892772205,0.11377078673161825,0.07269377728324689,0.08303903989108886,0.1178399288621231,0.07538241393575715,0.11678598286106703,0.0943727324808891,0.06903120389386284,0.03371513737866554,0.07588055542042797,0.07434203932323584,0.10946216765089356,0.13307717250306578,0.06914111909294396,0.13591996582197316,0.10139643913630618,0.10695480296442969,0.12810867208333204,0.1069886790729336,0.04748273690923376,0.0655197300688803
